"index_keyword_id","index_keyword"
"21d9e490-a0d7-4862-b242-f1f320ea92f8","AMAZON REGION"
"f51d9055-d1a5-4e32-800b-ffc3d6b9dad1","ANTIOXIDANT ACTIVITIES"
"ec4b6ac7-d5f3-4a08-8656-ec10274576f4","CHEMICAL CONSTITUENTS"
"b4402927-3050-456b-9018-43ef5cf19f64","FRUIT PULPS"
"b0f2e6d8-2132-42ac-9600-1c40908db7d4","LIPID PROFILE"
"f50ada3d-7daf-4bf8-91ed-b2e812c5309a","NUTRITIONAL"
"04567a87-da0e-48e7-a51a-16f788d832a9","PHENOLIC COMPOUNDS"
"7b75eddf-ad10-4eb2-b1d3-e7ac08764598","PROXIMATE COMPOSITIONS"
"4c68e011-c107-48b4-9875-b1ddde76421c","CHEMISTRY"
"19b4a5d3-8da3-4fe3-ac8a-771894b9dd4f","FRUITS"
"77db04dd-ba98-49e7-821f-df22c8f90cd1","BIOMASS"
"19efe7b1-5caa-476a-9bbb-dfce57adf9ed","CARBOHYDRATES"
"6f9189be-e3e8-4752-aa24-3378954185fc","FABACEAE"
"7c86be4a-6d19-4bf8-b8f4-1ff63f87fbcf","FERTILIZATION"
"b84271df-2e13-485e-b2e2-4ce081d3d107","FORESTS"
"71fb84ca-3cf1-4dd0-8dd8-4e2a84551de1","NITROGEN"
"f84938fc-0368-4aee-b16f-ed65c89e4ccd","NUTRIENTS"
"8f274f82-4f81-402b-9394-324d2a0a5855","PHOSPHORUS"
"0a24b3ff-9147-4a82-a658-1efaf49da7d4","SOIL"
"d727020d-e1b9-41b2-9455-50b1d00d6224","TROPICAL CLIMATE"
"97168dd3-ffe0-473f-86d3-2551c397c485","CARBOHYDRATE"
"d54aae91-3bba-4482-b697-00f3d80b75b6","FOREST"
"85a6d469-ee17-45db-b191-3308929a3b60","META ANALYSIS"
"3629f3f1-e3e0-46ec-977a-1962c247aa8b","TROPIC CLIMATE"
"b132501d-c3bc-4109-a8fa-863a932174dd","MADEIRA"
"fb1595e3-cd10-4cc6-a5d8-67ce25522eb8","PORTUGAL"
"d748f02a-0eba-4e96-85ba-47e84c903ac5","ANATOMY"
"9019d447-8626-4a90-95f1-eda93902416d","ANGIOSPERM"
"7e165b89-6fd0-4ce3-a544-71215e00d119","ANT"
"d461faa9-1048-4ba7-ae34-c0e72273b816","DOCUMENTARY SOURCE"
"cd2d4aa5-1ba2-40ea-a10a-3af92ff1aa0f","LEAF"
"752f7f50-93b2-422e-aaa0-f477bf185d82","MUTUALISM"
"4dc267d7-41a9-4981-8079-58b78977c7d2","PHOTOCHEMISTRY"
"e6347dd6-cea4-49a2-a811-e1078dbbaba6","VEGETATION COVER"
"524c42cb-bd0c-4dcb-b2bb-e72a68f1be0d","ANIMALS"
"8040e453-e367-4498-a91d-a6ec2c0dcc10","INSECTICIDES"
"db2c9a94-9ae8-4763-8cc0-14428e9119a1","LARVA"
"539e3086-7623-4fb7-ba0d-a1ff5416c962","OILS, VOLATILE"
"3d03291e-ad32-4f9b-9631-99616d46ef62","PLANT OILS"
"07925b33-c202-490d-a9c9-4f104cefa9fe","ESSENTIAL OIL"
"5337f2dc-dcf7-4f77-989a-1c2c53e81648","INSECTICIDE"
"e7fa858e-a248-471b-89b1-d5a51baf7dd0","VEGETABLE OIL"
"f70460a9-0c80-408d-8059-0f208ec2b85f","ANIMAL"
"93d5a8bf-b2d6-4ec3-ba30-a553965330b0","DIMERS"
"44db44f1-b5a7-45ed-8957-8a020bb84cef","FREE ENERGY"
"25f0e025-d9d6-406f-9347-10a695856b09","MEDICAL APPLICATIONS"
"93acc82a-ce40-423b-8995-1d6536fbfc45","MOLECULAR DYNAMICS"
"167b123d-5c8a-401a-add2-9d879553e234","POTENTIAL ENERGY"
"9f82386c-320a-4dfa-ab14-6368e22195a3","ANTICANCER ACTIVITIES"
"46cc6bf9-4b9d-41f6-815c-857b2b850952","ELECTRONIC TRANSITION"
"ad53200c-441d-43cd-b197-eb4432f98f14","FREE ENERGIES OF ASSOCIATIONS"
"fe815497-39eb-4619-9185-e1de1ac5d064","LOCAL IONIZATION ENERGIES"
"7731b539-dc70-49cb-ace0-5f8c3c71db14","PHARMACOLOGICAL PROPERTIES"
"7b32d559-7faf-414e-8a63-989871a217dc","POTENTIAL ENERGY DISTRIBUTION"
"cd0f0b99-1f6e-4955-8ac1-13b93337e4f3","SOLVATION FREE ENERGIES"
"8f71485d-5e11-4a54-9b65-f2dd489b1ad6","TIME DEPENDENT DENSITY FUNCTIONAL THEORY"
"0f0b6dc7-7da2-4a31-89bf-6349a0ec7510","DENSITY FUNCTIONAL THEORY"
"6a5181c9-2c76-40fa-9586-cb15d09dee26","ECUADOR"
"f5133327-c5fb-4703-859d-ffdeee32882f","DENSITY DEPENDENCE"
"68a3df89-d640-4203-a469-76ff6f643c82","DISPERSAL"
"222d8054-7a64-4817-805c-07ec7cf4384f","NEOTROPICAL REGION"
"193fadb5-9a12-41ba-8ff6-0b9f6b01d0dd","RAINFOREST"
"39529966-b289-481b-a0c2-d61d2e50911e","SEEDLING"
"b3561f55-354a-4ff1-a91a-e5697d3a6418","ALUMINUM"
"c74cb2d7-96ce-4f1d-a737-0fed71bcde57","FERRIC COMPOUNDS"
"76da4f4a-99bf-43a0-8721-49f97bdc6b7f","IRON"
"12581174-0288-4e23-9b0e-dca56002905f","IRON COMPOUNDS"
"62abbd06-63e2-4540-996c-c1023e21b821","MINERALS"
"87f599fd-8b2a-4dcd-b7b3-1eae2256f32f","OXIDES"
"734c58f1-bdc9-47ee-831a-62574ad80d9e","PLANT ROOTS"
"b5207a0d-b1d9-4e84-b2a2-8e905e163f8e","RHIZOSPHERE"
"c1da7eff-4ed7-4dec-8d08-1b3e4ac0fbc3","BACTERIA"
"c174f1f8-1cdc-4351-a442-d181cd52c18f","DISSOLUTION"
"e62b17e2-b022-4dcd-8209-b3367385071b","IRON ORES"
"d3c52550-1a03-4a7e-91dc-d06294685c63","OXALIC ACID"
"c4ff6508-59b2-40d7-8168-c4327d2448d0","REVEGETATION"
"f920dd32-5754-460e-b2a5-3fa0d034644b","SCANNING ELECTRON MICROSCOPY"
"e99df4be-215c-4bc5-b441-27e3eb476150","SOIL CONSERVATION"
"e4dbcba2-89ca-4d27-8d5b-58c5a87f4f14","SOILS"
"3278bf3e-6f12-47b3-a7f5-5aaed55cb813","SOLVENTS"
"be3c0570-b48b-484c-8a52-e889d7215533","ALUMINUM HYDROXIDE"
"09a55197-c65f-4579-b73b-9796fca9e609","IRON OXIDE"
"de6300cd-34c3-44da-be06-eb98c38a308a","FERRIC HYDROXIDE"
"7c896560-1fc0-463e-bfdd-30c8c168a7cf","FERRIC ION"
"b23bd6a6-4da2-44c7-90c8-5bcbc0e52102","IRON DERIVATIVE"
"04ce5036-d57a-4e1b-960c-c0dcbd40ca90","MINERAL"
"a1004112-0cf6-4e7f-90e3-a5363a6d233d","OXIDE"
"20a3c598-f630-4744-a2fe-41b95751aa45","BIOGEOCHEMICAL CYCLING"
"8f6ae59c-508a-4df0-b66d-0ec08e027530","CANGA"
"0ad4d4cd-61ac-4553-850a-1e234aa04f0d","FIELD OBSERVATIONS"
"e6c0639d-a29f-4441-832d-5932ecb603fd","IRON CYCLING"
"9ad18db2-49ee-49e3-b983-8d93f7ba3ee8","IRON DISSOLUTION"
"f6eec11a-6c3a-4b01-803e-e5e8999f78b5","IRON(III) OXIDE"
"0b195f79-97ae-4c6e-8f30-5ffc61888cc9","PLANT-MICROBE-ROCK INTERACTION"
"f71b1ce8-d724-40b3-abd1-3bb4f09c3a08","ROCK INTERACTION"
"0c24eea5-6f92-44ba-b374-d5cba112b926","ROCK INTERFACES"
"c7b96222-7684-4f5a-bb1e-c13b320905b2","IRON ORE"
"97cc6605-3559-452f-9472-286a4c138268","IRONSTONE"
"e30d430d-3d8d-4f10-903f-54c1614a14a6","SYNCHRONY"
"93219415-ac08-4c0a-bb83-cf7d8e6fd4e6","ARTICLE"
"5aa9dacd-3e1f-4c78-8574-12335cd01599","BULBOSTYLIS CANGAE"
"e64d29d2-9cad-4c73-b90e-b5549c07b4dc","CYPERACEAE"
"eb975f33-c7bf-4e6d-adb4-ac2c5ac03a95","ECOSYSTEM RESTORATION"
"bedaeea7-9994-4076-8e56-c32c988d072c","LEACHING"
"53478d3f-af2b-440d-af35-5d5ccd69b2e6","MINERALIZATION"
"27234e9c-0ea1-4d59-8d53-477b1f631931","NONHUMAN"
"0e3d7cf2-3c7b-4761-8cae-70ad3af297bc","OXYGEN CONCENTRATION"
"9a436e5b-2dd8-4cc6-b758-58e4875e0f78","PLANT ROOT"
"9a7c8e16-c4d3-4076-aad0-010b050f85f6","PRECIPITATION"
"51aee3bb-5d18-459b-a335-2451e83e9b7a","RAMAN SPECTROMETRY"
"c724d0ac-1ad9-4ad5-8a12-5ba34f60bba6","RHIZOSPHERIC MICROORGANISM"
"0b3d6f8e-fb3e-4bd5-b9fd-77ce24841edd","RHYNCHOSPORA BARBATA"
"49ad4a72-64a0-4901-9c51-595e6e675fff","MICROBIOLOGY"
"2d6efeb2-b259-4732-8747-935078886dd3","PLANT"
"c9840faf-378e-4f6c-98b8-a4857990c200","RARE EARTHS"
"2da8088b-f518-43c5-af9c-e5bcd1871205","ALKALOIDS"
"6c4f4a86-bc25-46ca-bdae-190047db0ff2","CELL CULTURE"
"f518bc33-3ed4-43ba-a41c-2870ad8caa43","CHEMICAL ANALYSIS"
"95327442-d182-45e1-948d-2c68881f0992","MOLECULES"
"4f43ad30-84e3-42be-b291-b1dee0796e1c","ORGANIC SOLVENTS"
"71c4174c-a549-41d6-a82f-0001218f3764","QUANTUM CHEMISTRY"
"26e0020d-6d2a-4269-bfa0-bbae5bf8af2d","SOLVATION"
"94530d87-ffdc-44dc-b19a-f0f78a0f8d65","VIBRATION ANALYSIS"
"68ec2d4a-bf4e-4e70-b2cc-0a43fd05ef59","APORPHINE ALKALOIDS"
"938e548e-129c-40a2-a311-a1f04bb4a23d","BINDING FREE ENERGY"
"2c9a10fe-8e6d-48a4-97fc-9eb554c4a445","CORRELATION FUNCTIONALS"
"bd0477a1-fd60-45dd-8a79-6ead4e4c7768","DNA TOPOISOMERASE I"
"779433b1-9f4c-443a-9093-c46e39ac85cd","VIBRATIONAL ANALYSIS"
"a460cfad-13bd-4a1c-9041-2e0ff3959196","VIBRATIONAL BEHAVIOR"
"f8c551a8-70bb-479c-a933-78bcb18d3fe9","BINDING ENERGY"
"11419815-de3d-48d8-b886-fd9c22453079","BERBERINE"
"35644707-077c-4437-b0f4-387f692c2b8b","DOPAMINE"
"83cf7a3b-b9de-4174-a7be-f925763acad1","GUATTERIA"
"dd2e1d8d-452d-4263-85a7-a575a5ebefc8","HUMANS"
"cf2b5c45-ec89-4794-97f4-59babadeb3fb","MOLECULAR DOCKING SIMULATION"
"d2a9e708-ef0a-4447-9646-6a59c60b98c2","MOLECULAR DYNAMICS SIMULATION"
"de6b0930-e9c3-45c1-a841-def204133840","MONOAMINE OXIDASE"
"1af46710-b391-499b-9a47-e7326b12eecf","MONOAMINE OXIDASE INHIBITORS"
"51e0ada0-585d-4ccd-b825-768305707bbe","PARKINSON DISEASE"
"b3af1e31-c431-4cfc-805f-215ab45c348b","13 HYDROXY DISCRETININE"
"f82e7ca9-655d-468b-b7cb-5613c861ec27","7,8 DIHYDRO 8 HYDROXYPALMATINE"
"f6d1f87b-a7f8-42a1-bdfe-8c713587e323","AMINE OXIDASE (FLAVIN CONTAINING) ISOENZYME B"
"a9538836-d265-446f-be8b-5401ada3584c","ANTIPARKINSON AGENT"
"3704af04-d7a5-4d91-bdb5-f91cb277b079","HUMAN SERUM ALBUMIN"
"d272a93d-b410-4935-8bad-7b0bfa80ce3f","MONOAMINE OXIDASE B INHIBITOR"
"5d9b3cb9-8eef-46b4-bdaa-cda879cbe179","PROTOBERBERINE DERIVATIVE"
"82d3de5c-f282-4aea-998f-3def416f23ba","UNCLASSIFIED DRUG"
"d93205de-6b78-4173-9a48-e36c72d511f7","ALKALOID"
"aedd5213-0bc1-4dc9-917a-585c186e779b","AMINE OXIDASE (FLAVIN CONTAINING)"
"48456f30-a30b-41c4-8352-4f77ce679c99","MONOAMINE OXIDASE INHIBITOR"
"0ef03faf-8e5a-499a-bc7e-8c96b74996de","PROTOBERBERINE"
"d5688d54-b59d-4c9f-ac8e-010dc3ae3583","BINDING SITE"
"d09f9ead-a7f0-4cfd-9e72-8da987f180bf","CONTROLLED STUDY"
"6c7b23c9-ad61-4f5b-8c1f-7cf3a9e334e8","DRUG ISOLATION"
"acabc2bc-240c-49ef-b5cf-6f7c1ed0b2e3","DRUG PROTEIN BINDING"
"31a88e65-3bff-4c04-99c7-d7650bfacfea","DRUG STRUCTURE"
"ffaf367f-1491-4f39-a53d-81da4816b532","GUATTERIA FRIESIANA"
"be2e80aa-0faa-4745-b287-0031cd6a9d25","LIPOPHILICITY"
"f2073fd0-fd3e-435a-8dc8-f85051442819","MOLECULAR DOCKING"
"6c92ea7b-c661-4651-b9e4-1ff42ab48363","MOLECULAR MECHANICS"
"5e776cdb-811a-4d69-8a3f-650530fb1c1f","PROTEIN DATA BANK"
"5874fbcd-b045-45df-9949-8019c9fc6187","SURFACE ANALYSIS"
"f76bea16-68cc-4ef1-a2c9-a87bdffb6637","SURFACE AREA"
"d1868e50-739e-4b8e-9767-9828b8e7b811","HUMAN"
"62b38f6c-f87d-4141-b9cd-ec8b4b3a9720","METABOLISM"
"653c63a3-bcfd-4493-b0ef-65a321591e1c","ANALGESICS"
"002cff96-d8f5-4967-ad52-134993f6461a","ANNONACEAE"
"fcbda0f5-8208-49da-94c5-2f4a5d7ecd64","PLANT LEAVES"
"7d043291-969c-46f4-b20c-edd13e052a19","ALPHA-EUDESMOL"
"716dfa74-7a92-4f2d-bd0f-cc251c8a183a","ANALGESIC AGENT"
"3e2e9c59-300f-4ef1-b1c9-6743f07f3d10","BETA-EUDESMOL"
"5c046c38-c28f-41b2-ad45-03dc086f0fb1","GAMMA-EUDESMOL"
"cb963a3d-2a28-4da4-9616-2a657ed3f5b3","PLANT LEAF"
"637648df-175e-4a78-9112-bf51648fec8e","CHROMATES"
"c7759abe-84e6-4e55-8b6c-ab9ec3777ab6","CLASSIFICATION"
"d3399dc2-c71c-421d-a27b-ddfd05cab350","CONTACTING"
"b5b5a0dc-33f1-4821-84e0-943ce4e5af95","DURABILITY"
"1a152d1a-2406-43c6-83b9-2b5c42cebcd9","GOUPIA"
"12f62ecb-2bbc-491b-8355-d648357e88b9","TEST METHODS"
"4798f753-f356-486b-ac60-6873b9fdf39f","WOOD SPECIES"
"7721c23f-50a9-4c00-91eb-3831ff611bc7","TIMBER"
"a6a675a5-c555-470a-9a96-25de31c1c565","AMAZON FORESTS"
"fcf32aed-b729-48ce-b0d1-e1cf6b5a2829","CHROMATED COPPER ARSENATE"
"10389791-cbcf-4f34-bd92-05c5b712057d","CLASSIFICATION METHODS"
"bcb7e90b-7574-4a01-8ef8-96a8238c3a5f","CLIMATIC CONDITIONS"
"15cb8c3f-2a65-471b-9e61-6a8b41169b72","GROUND CONTACTS"
"ec931c29-5fb2-4a90-81bc-e864c39a4e8c","NATURAL DURABILITY"
"65f78c20-2666-4ebb-bc86-b9ffab77b2e7","PRESERVATIVE TREATMENTS"
"f51e5dc1-f75f-4ce6-b13d-552faa06b61f","FLORAL TRAIT"
"b6b4f4c1-0779-4aa1-b2c2-94464f5ae8db","FLOWER"
"531e3c26-37e9-46a3-96bb-34b84800cd2a","FLOWER VISITING"
"3ea43938-13bf-4d4e-b150-54d7d22762d7","NECTAR"
"dd63f685-cce0-4f65-b9e2-1091f37ef2ea","TRICHOME"
"96005e16-70ce-4514-86ce-ad1167e67cd3","ADENOCARCINOMA"
"609f826f-dfee-4bb4-8cd3-a5546eab4ada","ANTINEOPLASTIC AGENTS"
"269d057f-ed23-4367-bea7-540945911017","COLONIC NEOPLASMS"
"81e2d3af-8fae-47f6-9c71-54c1374e5dcc","DNA DAMAGE"
"f8c8b25f-2304-4fe4-8096-e0e04d32f4a0","MCF-7 CELLS"
"961e5b2d-1f91-4a49-a469-5f00b5c419e4","MICE"
"f436df87-5e03-40e6-98bc-c6e9547393e1","MUTAGENS"
"fce56fbb-b2e2-41c1-93a0-ed080b1c76f0","PLANT BARK"
"9f6de1b8-5b8d-4c1a-b118-36e88974cff7","PLANT EXTRACTS"
"61c33e61-813b-4af6-9387-c3354ba4265c","WATER"
"d949353e-e594-4d46-8cf8-47d0d26dbf22","ANTINEOPLASTIC AGENT"
"6b1709b2-5d76-42d6-b93a-139e024939e6","ENDOPLEURA UCHI EXTRACT"
"2878ad7e-60fc-4794-b07e-876d65256927","GALLIC ACID"
"f5970c67-0036-4bb9-a1a3-dee491c9812a","ISOQUERCETIN"
"32a37e04-5ce2-40c7-8233-d1818fff4229","PLANT EXTRACT"
"c41dff9e-cfd8-417c-a08b-2720fd334c4a","SULFORHODAMINE B"
"dd38583a-bf2a-4b72-aff5-f903405ffc67","MUTAGENIC AGENT"
"cce86c20-4ba3-4358-8c73-f00752fa5395","ANTINEOPLASTIC ACTIVITY"
"47cb67b6-5338-46e7-9fea-543c395ab731","ANTIOXIDANT ACTIVITY"
"e3b22094-e36a-4a50-8db7-1522e5f56d23","ANTIPROLIFERATIVE ACTIVITY"
"3df3bbad-03e4-4baf-a894-04e9d8ec0613","AQUEOUS SOLUTION"
"4a422b8d-d8eb-41be-b6eb-ef54db30e7ed","BARK"
"367497c1-99ca-4a2d-bf23-56ef1e72a25d","BIOASSAY"
"36fa0a78-84c2-4ffe-a6bc-bffe7d468d16","CELL VIABILITY"
"f5eb383a-faf3-4728-a94c-e03ba1307fe7","CHROMATOGRAPHY"
"b45e1497-54ff-436b-857a-cc6124e32723","COLORIMETRY"
"870e44d7-2458-482f-8c1e-9becca43a7f2","COMET ASSAY"
"423a7a8e-9ff9-46ba-9d33-56f06227a935","DPPH RADICAL SCAVENGING ASSAY"
"941c6ace-d9c1-4bbe-8a60-08f88248f54f","DRUG CYTOTOXICITY"
"55c52912-effe-46d4-a43f-23a465d08543","ENDOPLEURA UCHI"
"62505702-bba5-417d-8620-cd4d8634ce41","GENOTOXICITY"
"a6fe1639-bd14-4af4-9cd3-e8166a956767","HT-29 CELL LINE"
"d3f1a493-195d-4cea-b6b1-163443552522","HUMAN CELL"
"52888c44-8bc0-44c1-af43-26aaa45bd810","IC50"
"8c5ca90f-0201-4754-a53f-1c7d88312feb","IN VITRO STUDY"
"ca35e44a-9241-444b-a426-236a66a420e6","MCF-7 CELL LINE"
"537c37ed-4a7d-4b01-8786-c5188587880b","MICRONUCLEUS"
"358446ed-03e0-4f8b-84db-1d77cc43d69c","MICROSOME"
"fdd5bbde-5507-4e39-adbf-7e1dc2e16700","MTT ASSAY"
"b3b72395-ef75-46ec-a8ca-24eca4269436","MUTAGENIC ACTIVITY"
"9ea07a75-0411-4e96-9a7e-fceb14fe86de","MUTAGENICITY"
"547b89fa-134c-42cf-892f-06025e39319a","NCTC CLONE 929 CELL LINE"
"202307e4-d955-4b97-bba9-59434e2ae24f","SALMONELLA"
"a263b8d2-f364-4ee6-b99c-698973168ef0","COLON TUMOR"
"1f81ce8b-0b85-43f4-ab8e-4537f1b08a01","MOUSE"
"f7e04533-8004-4b6c-9fa6-17cb508fda47","AMAZON BASIN"
"0f2575a4-8da9-4ad1-a258-173c8c3e48a6","APULEIA LEIOCARPA"
"8019eb86-0c9a-416a-a830-60a4afc02310","ERISMA"
"bf90a3f8-b314-4835-a24b-e61e7f294e85","HYMENOLOBIUM EXCELSUM"
"648540f2-fe92-4c91-9296-8035c86c4e9c","TRATTINNICKIA"
"61d74f6b-b342-4731-aace-a1b17155333f","GROWTH MODELING"
"dcfa6099-b444-41f5-a3f6-d262fb1f5891","PROBABILITY DENSITY FUNCTION"
"ef1f1e85-bf0f-4ecb-838b-80c19b93312c","SUSTAINABILITY"
"420ea4f7-b6e4-4eb2-85b1-f21afc363991","GEOGRAPHICAL DISTRIBUTION"
"13d4eb6f-e2ba-4829-8403-032033f43fe6","IDENTIFICATION KEY"
"0d0aabc3-b846-4a63-bd0b-5c746a91628e","LEAF MORPHOLOGY"
"b853e1b8-56d4-4e82-8ae2-377531c03b5e","NEW SPECIES"
"b579db6f-e6e7-4b5e-b7df-f5fdc9155dfc","GENOME, PLASTID"
"10a94b82-54d5-4809-a367-2123beaad24c","PASSIFLORA"
"affa05a6-fc5f-4010-ba32-c5129a4af088","PERU"
"28e3ff3d-06e5-464d-bbd9-fae65ed63e52","PHYLOGENY"
"affce884-c2f6-4e68-9294-3d578dca7a78","PLANT BREEDING"
"e29f0ed6-4148-4c6e-bd84-373c5d9240ba","CHLOROPLAST"
"06eaebe8-ab71-4a5b-977a-51f3322dddcb","DNA BASE COMPOSITION"
"8efe0026-2011-40a0-8d29-a9ceb76f8ad7","DOMESTICATION"
"209af4ce-af53-4112-8218-91441adf9576","GENE DUPLICATION"
"a90a8a9d-39f0-4f10-a890-ea0bcdbbdcc5","GENE SEQUENCE"
"ebfa7aa3-ae37-4e42-9d02-4a73dcd8d6b0","GENETIC CODE"
"aef9ff63-36a7-40e9-8001-e7a67a265c12","GENETIC VARIABILITY"
"b2a63ad1-9fef-4bbd-9d4f-ab5860bc8dfb","GENOME SIZE"
"85a7138d-26c0-439a-bb3c-67a3c25abfac","INTRON"
"41460a12-c822-44d4-ad42-2b2ea883400a","MAXIMUM LIKELIHOOD METHOD"
"c82394ea-d208-4f0b-bdbb-afaf2b8bb191","MOLECULAR EVOLUTION"
"55d24fd6-e80f-4a9d-8130-9c0ce6c8a031","MOLECULAR PHYLOGENY"
"0e51b9af-8b4e-4ef0-bb05-f7427b49ae5e","PASSIFLORA MENISPERMIFOLIA"
"bbc63c2e-54a8-4e49-a5b0-18b609f4f852","PASSIFLORA OERSTEDII"
"dfe812ef-d552-46ae-b344-33da2a676374","PASSIFLORA TRIPARTITA VAR. MOLLISSIMA"
"be9ebdf1-06e0-4a58-9115-14e1ac2f779e","PASSIFLORACEAE"
"e4c445aa-fc00-4d2e-a78c-6ea1ab77c297","PHYLOGENETIC TREE"
"3cf7cf9e-d982-4a82-a9a8-93dbb27c75b8","PLASTID GENOME"
"61368831-0967-46a9-93ad-eed965d19052","GENETICS"
"e3fb910d-541d-4703-84c4-a852057cb836","AGING"
"a538ada5-59e6-49c7-b2e7-b2776a1579d0","BUTTERFLIES"
"66b7c3b3-5b85-4e21-b78a-ed968a39b3f1","ENVIRONMENT"
"6d4ca3e1-b8ec-4348-a621-2c3df5f33871","FEMALE"
"9df4e20f-4351-4a1a-8f21-77be2f1ea431","MALE"
"a21bc75e-9119-4178-964f-8795a802919f","SPECIES SPECIFICITY"
"0da0ac2f-f206-4ede-b177-63ada3c23fbf","HELICONIINI"
"7b427798-f9ba-41f8-9533-421269877b9f","HELICONIUS NUMATA"
"5c075e73-beda-4d85-9764-1f01f76250cc","PAPILIONOIDEA"
"17baac95-d83a-4f0e-8e8a-d953fc351d45","PASSIFLORA RIPARIA"
"f9f68372-b910-408c-856e-5861cf096369","BUTTERFLY"
"fd851378-0fc9-416e-8e69-313ec7250c82","CAPTIVITY"
"68020a45-f1e0-4626-bd8c-6972815097c1","CHEMICAL DEFENSE"
"f5fab67c-d65b-4d15-bd1b-0039bf44f6b3","DETECTION METHOD"
"1319429c-de3b-4f35-9e5c-a2b07ce00431","ENVIRONMENTAL FACTOR"
"138a4fc1-e8fb-44b5-98f0-02a27e71f7e2","HERITABILITY"
"f679f07a-3029-4098-80db-29d1196f627c","HOST PLANT"
"545dff2a-482a-48fd-a604-1f24202bd886","GROWTH, DEVELOPMENT AND AGING"
"9c347188-a2e9-499f-87ec-777a9b959f11","PHYSIOLOGY"
"52a7f003-b341-44d5-a125-77131ab6b935","SPECIES DIFFERENCE"
"b153f4f3-3dc7-46cb-a043-7a2004418654","COSTA RICA"
"c6b0872b-3236-4f7f-8530-f73d49d1a05e","AUTOGAMY"
"3f94dddc-06ca-4cef-8cd4-7e20d7783c71","FRUIT SET"
"9730910e-cfbd-4412-8f02-aa5b54a22946","POLLEN"
"e6acef70-bdc2-476d-81d4-8df09ed39bac","POLLINATION"
"90a1df64-428c-4bd5-a493-5427f47386ee","CHLOROPHYLL"
