"keyword_id","keyword"
"5db1f259-407c-487d-9ef1-b83a91f44316","PHYSICOCHEMICAL CHARACTERIZATION"
"10a12954-6b56-4ce9-99c7-b8addca02ac4","SCANNING ELECTRON MICROSCOPY (SEM)"
"95b6d9d4-ca10-4e55-b776-ec069123ab2e","SOLID-STATE FERMENTATION"
"24d9c476-9f12-4a66-ac94-577ff1d4a360","CENTRAL AMAZONIA"
"baeeaab9-4294-4063-bd40-4245c8d077ff","CONSERVATION"
"4d3ea813-a1a3-4224-9663-ef8f8b3746d9","IUCN RED LIST"
"d1babf30-5602-46e6-9bd4-09f4019c291b","NEW SPECIES"
"08779e55-99d8-44ba-b1cf-25016fe89830","SAMPLING GAPS"
"0533320c-4ab5-4d56-889e-92fac77671cc","THREATENED SPECIES"
"298929c4-5c47-4e8e-8392-f18024aa076a","TOVOMITA"
"ab7fb8b2-6283-4697-b8e8-9ecb9015968f","WHITE-SAND VEGETATION"
"0dde291f-ff3b-4671-9407-b0f8ac6d3c1a","BIFLAVONOID"
"686f588e-9277-44f5-aed4-5e54542c1caa","MENTHIAFOLIC ACID DERIVATIVE"
"b3aa6f43-b6c7-4f92-b6b9-a40a9a9c014a","AMAZONIAN SPECIES"
"9eb17a82-7e44-457d-a2a7-617806c8c9ce","DE LICOURT QUOTIENT"
"94effa61-f06b-4a03-9411-cb84885f3423","INCREMENT"
"64107f98-4786-4ca8-8206-28ff8aed5aea","BASIDIOMYCETES"
"d1555c77-0a7f-44e8-b2c8-ba28e232a0d5","BIOLOGICAL EFFICIENCY"
"77434e43-56fb-49b2-b7e5-e068aa863413","MICRONUTRIENTS"
"0541c63c-1316-471d-a990-eca6d35d6ccb","PHYSICOCHEMICAL ANALYSIS"
"28ac1fc5-6b5b-478f-8c35-08583acb88f8","MULTIVARIATE ANALYSIS"
"c22baaf9-68d4-4108-9b69-737548918e91","NATIONAL FOREST OF TAPAJÓS"
"26619f53-68cd-42b4-8d0d-f8c80b612be7","VOLUMETRICS"
"425b24d5-47e0-4d68-ad1e-5408e5dca1e8","CERAMIC MATERIALS"
"2d73bff3-5a53-4e17-9028-d5793039d878","SUSTAINABLE ALTERNATIVE"
"17c23026-6bab-4ceb-9c48-7224695378c1","TECHNOLOGICAL PROPERTIES"
"669816a4-ccc0-4ef7-9dc6-cb28679e0556","TROPICAL WOOD WASTES"
"ec0166c8-6c9a-4001-b804-07b3eb997475","DENSITY DEPENDENCE"
"4edeeaf2-71a9-40ef-b516-7a24a545d0b5","DISPERSAL"
"16e4c617-605e-47cb-9b48-0a3cf34c4b72","SEEDLING"
"41b20e9f-3beb-4b10-bf27-1212f2bcd199","TREE"
"17db44f4-84c2-4af3-aeed-db487335fa89","TROPICAL"
"d3cd93a2-880b-40d9-90ff-411b4ba496e7","WIND"
"5e400c27-9fdd-441e-868c-36ff5695cac7","DIALIINAE"
"8f7534ef-b650-4fbe-9713-96ea7f402a25","LEGUMINOSAE"
"30600410-5729-49d7-a64f-fb03be4f8ab0","NEOTROPICAL FLORA"
"3be51c75-e3c7-4117-ad94-0bf87da9faa0","PHYLOGENY"
"fed6e74e-fea8-4436-b606-23f2306e115b","SYSTEMATICS"
"e2d3a7e0-4ec8-45b8-8227-1850bb0fd5bf","ESCHWEILERA CORIACEA"
"aca76938-5262-4435-b788-949e28759995","PHYTOSOCIOLOGY"
"05bac738-4a89-40e6-a278-f9b652fa540f","DIVERSITY"
"bed4cd65-136e-418e-aecf-89da80d20797","RINOREA GUIANENSIS"
"010d8370-fe63-4f98-9e7b-e4a6e1129966","CATASETINAE"
"9158bfec-d482-4b36-a4d3-936ffe931bb4","CATASETUM GNOMUS"
"935246bb-a947-40b1-8fe3-0a4d3e15e74d","CATASETUM SACCATUM"
"4dad1c5d-f776-4929-9f0a-030adb51009e","IGAPÓ"
"efebdc2d-2be5-4c94-a979-b0a0079421df","NATURAL HYBRID"
"66e19b6a-88f9-4062-b089-dcc2c3dbf4c4","CANGA"
"2ad7957b-0133-420b-914a-547bd9508519","IRON CYCLING"
"43172a7e-f755-40fe-8976-1f387eab13cc","IRON ORE"
"0e2c6ba6-a365-45de-b8eb-cb1d7dedf71d","PLANT-MICROBE-ROCK INTERACTIONS"
"1cd8dcc4-1322-4c9b-9dc8-7d9579e861f6","RHIZOSPHERE"
"61db0069-ed03-4ea0-b848-7c6a06c71b50","SYNCHROTRON"
"91e15d00-56a2-4b2f-aadd-49fe459426ce","FRUIT COLOR"
"abf4601c-3c63-447b-a7f6-83c4a499f7d5","GERMINATION"
"0362c38b-6db4-4687-be4a-cc0f4f43a048","POLYGONACEAE"
"03a4a577-3293-4e94-a214-d98135459301","SEED QUALITY"
"a5b1c572-419e-4504-87d6-2cf039017aff","PLANT TAXONOMY"
"b1446069-90f4-4ceb-8d53-e50c4a61fec1","TROPICAL FOREST"
"30940dc6-dd97-4c6c-99c6-741ebd9ad9fe","AGOUTICARPA"
"37262963-5005-48eb-ab1a-af50b18bd930","BATHYSA"
"cbda029a-6282-44a6-9e6d-081e3f3bce39","BOLIVIA"
"55969c5a-aac1-48fc-9ed8-e6d046ff8515","CALYCOPHYLLUM"
"1313e825-f1e4-4e7d-97fa-9a455e9e0b63","CHIMARRHIS"
"c01e1a18-849c-4652-994e-7d7598702b11","COLOMBIA"
"1f036d67-1078-45d5-bbca-ca02c9d7b190","CONDAMINEEAE"
"2b24a748-54bd-4858-a3d3-149e8324d1de","DIALYPETALANTHEAE"
"0c08087c-6658-4e2e-944a-a4edca92cf25","DIOICODENDRON"
"8fb1f554-9963-4ab1-a176-f87db3a76018","ECUADOR"
"b3c05d1a-34a2-4938-a8d8-99c624906a75","ELAEAGIA"
"2624c608-9961-4e7a-8261-ecf56136b8c3","FERDINANDUSA"
"50648554-7a1f-4776-912c-876ed021df67","HOLTONIA"
"7b5256ff-d109-4551-b2d6-8459f2e45cfb","MACROCNEMUM"
"5cee6e91-daa9-4986-b5d4-2c9011f4b2be","PARACHIMARRHIS"
"7db8b59e-92a4-4595-a274-2ce3cbdcffe3","PERU"
"91f0780c-2dae-478c-8c14-d801e91f4396","RUBIACEAE"
"9b86c823-9ca4-4aa7-8d3e-8b7d4a5cfba6","SCHIZOCALYX"
"d12f3fbf-b439-4a78-a873-6980b38a2e8f","WARSZEWICZIA"
"c0483e7a-62cf-46e0-8743-52a0774f482a","7,7-DIMETHYLAPORPHINE ALKALOIDS"
"10e4d4a8-b19c-47e2-a022-7c1794665028","CYTOTOXICITY"
"5d0ca54b-a875-4acd-b67a-c47b2fe23e81","DOCKING"
"2ad4cb3d-4894-4e3d-8361-295750cfe908","HEPG2"
"63dcc23c-98c0-4436-adbe-0a80ce9e0548","MAO-B"
"296d3bcf-8eff-449b-a146-dda1cab7dfee","PROTOBERBERINE"
"68b010e6-e24b-4e20-8691-806b912c2586","CITIZEN SCIENCE"
"06f8fc67-91da-454d-9ee5-ae5f8c097cc6","COMMUNITY-BASED PARTICIPATORY RESEARCH"
"241d12f0-1fab-40df-bb65-4c43a7de3e1b","NATURAL RARITY"
"32f3b35c-71e2-4ae9-b43f-7716de0debdf","RED LIST"
"e7daa1e0-1f89-452f-86b8-d5dfce3228cb","SERRANÍA DE LAS QUINCHAS"
"eac11b90-b3b0-4e7c-a6d8-bc2f6ee1cb0e","TUMBES–CHOCÓ–MAGDALENA BIODIVERSITY HOTSPOT"
"ca81d54e-b2bf-4ee7-99d0-6f2785c532e4","VANILLA DRESSLERI"
"e9e0d4df-0195-48b3-ac2d-53985876695d","VANILLA KAREN-CHRISTIANAE"
"baad886b-c90e-47e6-80ed-a02b55fc7d52","FOREST VALUATION"
"a6422558-5a7e-4068-b839-6b25b27479bb","TIMBER FOREST MANAGEMENT"
"00551122-4ce7-4327-917b-0b24c90b7fdb","DOURADOA"
"1c916751-01e7-459f-9987-030a4c857df6","RIO NEGRO BASIN"
"4483b18a-cc48-47c3-b719-650c23873bf7","SAN MIGUEL RIVER"
"c00e18f2-816f-4199-9093-b1e1041cfc66","VENEZUELA"
"0f780af8-598f-4d4f-aa0d-53236bbad72b","XIMENIACEAE"
"f62b52a2-956b-49b4-ae8e-578c18dc5800","CHEMOMETRICS"
"4a57a941-2884-4995-929d-f20fec0e393b","CLASSIFICATION"
"11f4fe56-3044-4997-9b50-57ad1cc82bbc","FOREST"
"bd4f2ca0-1e27-4392-a876-83e25c6addfd","QUALITY CONTROL"
"9194a76a-de1d-4b93-91cc-d651593e3ce6","ENVIRA"
"646c8a67-ea4e-496b-8555-6c4552e00861","EUDESMANE SESQUITERPENES"
"c9b01680-9e17-4227-805a-322e02341b97","GUATTERIA FRIESIANA"
"1631569d-e8df-4f02-b95e-415305d7631c","PAIN-KILLING"
"0e02705a-00b8-4166-81fd-2bdfeb7d6b11","BIOACTIVE COMPOUNDS"
"d13c3455-f619-4afa-9a5b-419e5ba26caa","MOLECULAR MODELING"
"a4234a5b-d40a-40f0-86f1-5fecb369cd59","NATURAL PRODUCTS"
"3cf806cd-e4dd-4dc5-89a8-2396729840f1","FIELD TEST"
"2223436f-4d61-45a7-b4ff-1aa9becb62bc","IN GROUND"
"f17e7c91-8e80-4cc7-aa29-0e9bfdf9d426","NATURAL DURABILITY"
"7374cc9e-797f-4995-9821-b676f112f9af","TROPICAL WOOD SPECIES"
"44416514-e879-4918-9f48-97decb78d827","WOOD PRESERVATIVE"
"5f6c082d-25c1-4252-90bb-2c6aeff14d26","ANGIOSPERMS"
"87454bc1-836f-469a-b29c-f6830c627824","FLOWER RESOURCES"
"8ddf742a-29bd-4eba-832d-0d80e8484bfd","FOOD HAIRS"
"c1096b2d-69e3-4ba7-98d3-156979a648f0","NECTAR"
"c752f692-f5bd-4a81-9b3c-a455807c20da","ORCHIDACEAE"
"95c52274-93ef-46a9-90d7-4edd1a0a8261","TRICHOMES"
"275cfe46-4fcc-406f-9b83-cf1c80bf4b7c","VANILLOIDEAE"
"c9178386-ceed-4d72-ab9e-0c9f9b318e32","CARYOPHYLLALES"
"893bda4a-7624-4df9-84f9-f642d0ea8ec1","INTEGRATIVE TAXONOMY"
"f1f33973-f15e-427c-a875-05d9f78f98b2","NEAR INFRARED SPECTROSCOPY SIGNATURE"
"95f58df1-f3af-45c7-a99a-973623e3d916","AMAZONIAN BRAZIL"
"d3c27263-fda3-42c7-9ba1-0e808c30fcbe","SERRA DOS CARAJÁS"
"e60e66e6-b8af-42c6-b4dd-63f78447cb1e","ANTITUMOR"
"7b778780-b188-4c21-afb7-443b0dd7b67d","DNA DAMAGE"
"5beb2c79-1d44-441c-a3a7-92dfadec2e43","GALLIC ACID"
"910c33bd-ce46-4d42-a235-37720f42e43d","ISOQUERCITRIN"
"26566417-247a-47c3-a5e7-fa30918b9cfd","MUTAGENICITY"
"2891373a-c594-4f14-9b77-4e0f39565829","CRITONIOPSIS PYCNANTHA"
"4dda3c01-8db5-4758-be33-acf8efbbaa82","MYRCIA ALIENA"
"884bcbfc-69d1-4d6b-ac82-a9a77ff461c4","PIPER MACROTRICHUM"
"b032d8e7-d3b4-40e8-afd0-85942b5cc243","SIPARUNA SCHIMPFFII"
"4a869550-8772-4e06-82db-ded7129af84b","AMAZONAS"
"2b45a18e-0976-4825-beed-8761a1805026","UATUMÃ"
"847fbb82-fcae-4103-930a-50c515b5b91d","BARBATIMÃO"
"647f8dda-cdcc-4502-9fad-130c6055c5fc","ENDANGERED"
"d2cbf6ed-afb4-4146-98ed-0fe9503d4bdb","STRYPHNODENDRON HOLOSERICEUM"
"6281cfa4-72c4-4688-8408-40b887bdf7dd","STRYPHNODENDRON ORINOCENSE"
"52530d94-069c-4d6b-804e-c024f37a8197","STRYPHNODENDRON PLATYCARPUM"
"f7738509-d2e4-4bdd-8827-4a02f1dc036c","STRYPHNODENDRON PROCERUM"
"ab12d620-f6c8-4264-b479-0bcf2da78b1f","STRYPHNODENDRON RIPARIUM"
"1a84ba34-a599-4766-b912-efb1c40239cf","STRYPHNODENDRON VELUTINUM"
"5134f7df-b91f-4fa6-93f5-8183a14909d8","STRYPHNODENDRON VENOSUM"
"ede64f52-73c0-47ca-b364-5a04187520e6","STRYPHNODENDRONCONICUM"
"d1725ad9-c7a5-472c-9d25-6db64b57db01","STRYPHNODENDRONDRYATICUM"
"9d5f785b-50f4-4ca5-871a-b895ea3eec84","DENDROCHRONOLOGY"
"bbff53b2-b946-4b0e-8c32-6b1845422d2f","FOREST MODELING"
"acc42a4d-3f26-45dd-8180-8f1a337634d0","MINIMUM FELLING DIAMETER"
"be67b7f0-3f15-468e-958c-fc40b0d3d48c","BLADE"
"80cd64bb-5ba3-40f1-ab64-ebdc1fa5c948","MYRTEAE"
"80041acd-810a-4d13-bc04-e49cd69e5590","PERIDERM"
"43f69c82-01e6-4981-93ee-bfb37da28dc6","PETIOLE"
"8a580971-df2c-4b5a-8e11-ee641fe0454a","HUÁNUCO"
"733e6ca5-20bb-4767-b75a-b9c0afe3ce23","NATIVE FRUIT"
"7e2bd477-9700-4388-8d5e-69999fd21f1b","PASSIFLORA TRIPARTITA VAR. MOLLISSIMA"
"0f8ca134-829a-4f28-bdb2-b301b4e06264","PASSIFLORACEAE"
"ef5205b6-e83e-4213-a6f8-0e4c02630014","PLASTID GENOME"
"e77afae1-78fe-4587-9e0e-205dece9b304","PORO-PORO"
"1519df0d-3108-4604-be5b-665a8a88fff9","MORTALITY"
"cf7f5584-8548-46cd-8ec0-42a03ed52cbd","RECRUITMENT"
"03a1a098-a2b3-4632-9922-a6807d88ad17","REMEASUREMENT"
"54a81591-39fa-4b23-b760-93962887eb72","TREE DENSITY"
"2ef53908-fb75-4cae-9002-05d911c76556","BIOSYNTHESIS"
"3d2bf801-ae68-4e2e-9f6f-d99060fffafe","CYANOGENIC GLUCOSIDES"
"64d520fe-bdce-452c-a7df-10a03c723777","HELICONIINI"
"01b819aa-9208-4d17-8388-1cf40bc80bf0","SEQUESTRATION"
"5d0e0081-0e54-43f9-b94e-ca91b212f9ed","EUGLOSSINI"
"013c41bf-2149-4ecd-a59b-5362f316dbaa","FLORAL REWARDS"
"ec1e4620-693c-41a5-8daf-ce34b035931d","FOOD DECEPTION"
"fa48af06-c796-4fc1-b6ba-e50b2e8c4312","ORCHIDS"
"4be86880-b4ba-4927-b3c8-efbeae721345","POLLINATION STRATEGIES"
"73262148-964c-4650-8620-debd2e3b79ab","IÇANA RIVER"
"0e976033-5b75-46d1-b8af-f79af84145ff","ORCHID"
"1be87c7b-5fad-4868-96a3-1aeed6f39d5b","CORONAVIRUS"
"e70e9b9c-f07a-4859-953f-244c90296a32","IN SILICO ANALYSIS"
"7f77dce1-359d-4017-9e4c-3ec41b52f1e6","RAPUTIA PRAETERMISSA"
"dd81ca1c-169c-4247-8d61-9fdef44a9f8d","ANTI-INFLAMMATORY"
"09c11a73-18c4-4721-9009-62eba92c2787","CHEMOKINES"
"69d629f2-93fc-44cc-88b5-995ec373b3e6","ENDOMETRIOSIS"
"f716f044-0fb9-4723-b2b1-6bedc2b3f672","LEIOMYOMA"
"8995183d-ff1b-4610-a33f-b71b1ff9bf50","MIODESIN™"
"93b8c851-df6b-4d08-8555-8c342b7c0bd0","ANTICANCER"
"aeb1bc7e-72b1-4cd2-872f-7f60a2364244","ETHNOMEDICINE"
"69cd71f0-ae0f-45c8-803c-ed630b57674d","MONOTERPENE INDOLE ALKALOIDS"
"ef38a2ce-ed2f-4f60-b40b-0243cfc833ce","PHYTOCHEMICAL"
"15c0f121-31a9-4740-915e-92e9b7fbcd04","TABERNAEMONTANA"
"8fef8353-5673-4e0e-8eb9-b62768a1ead3","ANIBA PARVIFLORA"
"041cba18-c2a5-4da4-a6b9-f9c709ec18ba","PROTIUM RUBRUM"
"40730eb3-6340-4ec7-9836-282f1bc24849","THYMOL DERIVATIVES"
"cf032831-f688-4083-9dd4-0d83aac37fbf","Β-PHELLANDRENE"
"68ac3748-7edc-4cdb-aba8-d828368e6ed1","Δ<SUP>4(4A)</SUP>-(2R<SUP>∗</SUP>,8R<SUP>∗</SUP>,8AS<SUP>∗</SUP>)-EREMOPHILEN- 9-OL"
"77e78735-11c2-4dfb-86d2-5a37b21de343","CATASETUM BOYI"
"663cc5f0-e24d-4caf-aacc-a6c1d6f3549e","CATASETUM GARNETTIANUM"
"b548c84c-d52d-47f3-b898-a23161f2d8cf","MORPHOMETRY"
"e376962d-6f48-422a-9bde-3ea2f58cb9d6","PHYSIOLOGICAL QUALITY"
"44406f2e-ab0a-44b7-953b-8498567e3961","SEED CONSERVATION"
"fbb7abc9-5666-4ad2-a6ce-89488c8382b8","SUBSTRATE"
"d7ee21f2-7a31-4b58-8fff-f2e04690e4e3","VIABILITY"
"711fdd8f-ac33-40d9-bf20-7572a9fe6200","ANTIOXIDANTS"
"3ca48aff-ba73-4daf-bf64-3b848c3072ec","ASTILBIN"
"3977cefb-739a-4af5-a97c-06661a53ebc5","FLAVONOIDS"
"b632967c-f374-4856-9192-3d388dcc66ea","INGA STIPULARIS"
"2986ceb5-f4c7-44f5-88a5-900c39f76c02","1C"
"ff06178d-272e-4d39-a633-15308fa2175d","CHROMOSOME BANDING"
"918095e5-8970-4ac1-aa53-992a568fa677","CMA/DAPI"
"6707a0e1-cb3b-4d7f-aa3d-7802a89b4118","CYTOTAXONOMY"
"83c3258f-efa3-49f3-859a-65db18f2518d","TAXONOMIC COMPLEXES"
"34571a34-cd37-4adc-b5ed-3f16b712b2f3","DRYING DEFECTS"
"8447e3fb-3263-4b9b-a7af-77380a5d32b1","LOGGING"
"a31dfefb-c464-4b2f-a3ae-d5efa77fa731","WOOD DRYING"
"28294cf0-fa02-4f23-b67c-8833ce57146e","WOOD QUALITY"
"d4ec9b3c-ccc2-4b1c-a35e-6c3e09e98021","AMAZONIAN FRUIT"
"28e1e033-6ab9-4bc5-9d5c-8576cf73c1b5","FUNCTIONAL FOOD"
"ec642213-02e1-42b7-ae7d-5c7f85110074","PROXIMATE ANALYSIS"
"26c2b4a7-7481-47a1-8b88-6f707994bbb7","YELLOW UXI"
"f988b9cb-a94d-4b61-b69a-4ccac544c03c","CANGA VEGETATION"
"d9e615d4-c115-4414-a80a-2edb44b60352","CONVOLVULACEAE"
"686814be-625b-4d17-b9c3-0215fb8b18ea","ENDANGERED PLANTS"
